Hankija ettevote,Hanke nimetus,Hankemaksumus EUR
EE,SDMO diiselgeneraatorite GS250 ja V440C2 hooldus- ja remonttood,60960
JV,Tartu linn. Fortuuna tn 23 elektrivarustus (LP4312),60960
EK,Elektri- ja pneumokasitooriistade ostmine,60818
EK,Plasttorude ja nende liitmikute ostmine,60773
EK,Veduri liikumisparameetrite registreerimise elektroonsete komplekside ostmine,60757
ER,Susinikteraste ostmine.,60735
EE,Eesti Energia EL kasvuhoonegaaside kauplemise susteemi kuuluvate kaitiste 2016 kuni 2018 aasta kasvuhoonegaaside emissioonide aruannete toendamine,60658
NJ,Eesti elektrijaama kaldapumpla nr. 1 ja 2 hoonete seinapaneelide vuukide terviklikkuse taastamine ja fassaadi renoveerimine,60597
NJ,Eesti Elektrijaama tuhaarastusteenistuse hoone ruumide ohu konditsioneerimissusteemiga varustamine,60294
JV,Tartumaa Tahtvere vald Marja alevik Aisa tn 2. 4. 6. 8 ja 10 kinnistute liitumisuhenduse ehitustood LP4621. IL5209,60264
TO, Reaktiivvoimsuse kompenseerimise seadmete projekteerimine. ostmine ja paigaldustood ,60096
NJ,Eesti Elektrijaama energiaploki nr 5 ja 6 vaavlipuhastusseadme kaldkonveierite 12 teo asendamine,60056
JV,Lehise tee 3 uus liitumine madalpingel (LP3810),59832
EK,Lintkonveieri veotrumli ostmine,59814
NJ,Eesti Elektrijaama energiaploki nr 5 DeSOx dosaatorite korpuste asendamine,59792
ER,Teraste S355J2 ja P235TR1 ostmine,59778
EK,Vedurite kutusemooturite ostmine koos paigaldusega,59705
JV,Jarvamaa. Kaarupollu paikese EJ el. liitumine. Turi vald. LP5132.,59643
EE,Soiduki taisteenusliising 24 kuuks,59630
NJ,Relee REF542plus code 76A3BFGN35NWS28 (ABB) - 3 tk,59627
ER,Raamlepingu solmimine hingamiskaitse maskide ja filtrite ostmiseks,59587
ER,Terasvalutoodete ostmine,59563
JV,Tartumaa. Rootsi kinnistu el ehitustoo. Kastre vald. LP5568.,59445
NT,Vedelate nafta- ja polevkivisaaduste fraktsioonikoostise automaatanalusaatori ostmine,59436
JV,Harjumaa. Ploomipuu pst 52 / 54 Maardu. el. liitumine mp. LP4709.,59354
NJ,EEJ bagerpumpla nr 1 lisasoojenduse tagamine,59334
TO,Iru elektrijaama jaatmeenergiakatla poletite hooldused ja remonttood,59207
ER,Transporditeenuste osutamine (ulegabariitsed veod).,59091
NJ,Roostevaba toodete ostmine,58804
ER,Transporditeenuste osutamine (ulegabariitsed veod 2).,58682
NJ,Roostevaba toru ostmine,58674
NT,Metalltoodete valmistamine �Kulmik XMP� ,58674
ER,Terastoodete ostmine,58662
NJ,Ajamisusteemi rekonstrueerimine,58547
JV,Tallinn. Mustamae LO. Kadaka tee 155. 155B. 159. 159A (LP5756),58528
ER,Painutatud profiilid S355MC voi S355J2 Terasest projekt JR6019,58451
EK,Sagedusmuunduri ostmise ja pigaldamisteenuse ostmine,58420
EE,Konkurss jaatmepuidu muugilepingu solmimiseks,58420
EE,Liivi lahe meretuulepargi keskkonnamojude hindamise programm ,58395
EK,Veduri elektriarvestite ostmine,58329
JV,Saaremaa. Saaremaa vald. Puha kula. Ruudu mu. Ruudu paikesepargi elektrivarustuse tooprojekt (LP6305),58136
JV,Tallinn. Mustamae linnaosa. Kadaka tee 143 elektrivarustus (LP4883),57982
ER,Raamlepingu solmimine transporditeenuse ostmiseks. ,57785
ER,Teraste ostmine,57761
JV,Kohila 110/10 kV alajaama maauhendusvoolu kompenseerimisseadmete paigaldus (IK0953),57663
ER,Rahvusvaheliste ulegabariidiliste autovedude hankekonkurss (7 reisi ) raamlepingute solmimiseks 2016,57588
EE,Jaatmepoletusploki hoone lifti lisapeatuse ja � platvormi ning labikaigu valmistamine ja montaa�,57150
ER,Terastoodete ostmine,56996
ER,Terastoodete ostmine,56965
EK,Karbamiid-vesilahus AdBlue ostmine,56960
EK,Andmeside kilpide ostmine,56891
EK,Tuulutustorude ostmine,56754
NJ,Purustite terade ja kraapide ostmine,56693
JV,Tartu vald. Tila kula Nolvakaare 7.8.9.12.14.16.18.20.22 elektrivarustus (LP5479),56533
ER,Teraste S235JR. S355J2 ja 1.4301 ostmine,56432
JV,Harjumaa. Tee nr 11 Tallinna ringtee. Luige-Saku t. Saku vald. el. liitumine LP4474.,56218
JV,Tallinn. Laki 6 el. liitumine. LP4168.,56187
EK,Teisaldavate tanklate  hooldus- ja remonditeenuse ostmine,55880
ER,Gaasi-plasmaloikemasinate hoolduse ja remonditoode teostamine,55880
EK,Estonia kaevanduse ventilaatorite hoone nr. 3. 4 ja 5 seinte taastamine  ,55880
ER,Teras- ja malmvaludetailide ostmine.,55860
EK,Elektritoitekilpide ja komponentide soetamine koos paigaldusega ,55855
EK,Eesti Energia AS-le ja tutarettevotetele parkimisteenuse osutamine Narva linnas,55626
ER,Raamlepingute solmimine toojalatsite ostmiseks,55592
NJ,Veeokonomaiseri spiraaltorude ostmine.,55570
ER,Terastoodete ostmine,55406
TO,Iru Elektrijaama vee ja heitvee seire tellimine,55372
EK,Vagunite ohujaoturite remonditeenuse ostmine,55372
EK,Pumpade varuosade ostmine,55371
JV,Tallinn Bensiini 11b. Reidi tee pumpla elektrivarustus LP5400,55321
NJ,Balti Elektrijaama KVP magestamisseadme ?2-2 teise astme H-kationiitfiltri teise astme anioniitfiltri ?2-7 umberseadmestamine,55248
EE,Paldiski tuulepargi tuuliku kaigukasti inspektsioon/ Paldiski gearunit inspection with endoscope ,55123
EK,Kaevurivalgustite ja nende laadimisseadmete ostmine,55051
ER,Teraste ostmine.,54845
JV,Tallinn. Nomme linnaosa. Pidu tanav 11. Hiiu Staadioni elektrivarustus madalpingel. LP4806.,54830
ER,Varvid HEMPEL . Ostmine,54656
NJ,Kruuvitigu varuosade valmistamine,54534
EK,Estonia kaevanduse killustikutee rajamine ohuliinide rekonstrueerimiseks ja hooldamiseks ,54493
NT,Spare parts for bending machine Sahinler 3R HS 20x300 purchase,54229
NJ,Vibratsiooni seireseadmete ostmine ,54216
EK,Hudraulikaoli MGE-46V ostmine ,54102
EK,Hudraulikaoli MGE-46V ostmine  ,54102
ER,Electrical components for conveyors1,54034
EK,Pumpade varuosade ostmine,53932
EE,Jira Service Desk litsentside ning tootetoe ostmine,53886
NJ,Balti elektrijaama vee keemilise puhastuse administratiivhoone WC-ruumide remont,53873
EK,Elektrimootori ostmine,53848
EE,Iru elektrijaama arteesia pumbamaja rekonstrueerimine,53807
NS,Soojusvorkude seadmete ja rajatiste remonditood ,53726
EK,Estonia kaevanduse rikastusvabriku tookodade ruumide rekonstrueerimine,53340
EK,Hudraulikaoli MGE-46V ostmine ,53340
EK,Kettkonveierite hudraulikaseadmete hoolduse ja remonditeenuse ostmine (BIO BEJ),53340
EE,Magnolia litsents,53340
ER,Kiilpesade ostmine,53137
NJ,Reguleerventiili remondikomplekti HORA ostmine ,52832
ER,Terastoodete ostmine,52767
NJ,Tost- ja lukanduste hooldamine ja remont ,52705
EK,Liiva ostmine,52700
EE,Audio-video komplektid ja seadmed Skype for Business teenuse jaoks,52649
JV,Polva maakond. Polva vald. Kiuma kula. Koolimaja kinnistu liitumine 0.4 kV elektrivorguga (LP5926),52487
JV,Tartumaa. Tootmishoone liitumine KP. Vilja tee 14. Kambja vald. LP4750.,52471
JV,Harju maakond. Rae vald. Peetri alevik. Kasemetsa eramu elektrivarustus (LP4729),52449
ER,Terase Corten B ostmine.,52210
EK,Naritspuurpeade ostmine,52076
ER,Terastoodete ostmine,51938
NJ,Eesti elektrijaama 2?? ja 2?? sektsioonide tootoite lulitite asendamine,51930
JV,Tartu maakond. Tartu linn. Jaama tn 169 (end. 165) korterelamu liitumine valiselektrivorguga (LP5547),51816
EE,Paldiski Tuulepargi tuulikute labade inspektsioon/Turbine Blade Inspection for the Paldiski Wind Park,51801
JV,Tallinn. Metalli tanav 5 I ja II sisend. kaitsme nimivoolu suurendamine. LP5857.,51706
ER,Kilp SMK3. Ostmine,51689
EK,Narva karjaari ruumide remonditeenuse ostmine,51514
ER,Kaabel. Ostmine,51212
EK,Allmaakallurite veokasti hudrosilindrite ostmine,51054
JV,Harjumaa. Saue vald. Alliku kula. Saueaugu tee 12. 14. 16. 18. 20 ja 22 kinnistute liitumine elektrivorguga (LP5353),50953
JV,L-Virumaa. Karnimae. kuivati el. liitumine. Kadrina vald. LP4945,50865
ER,Terastoodete ostmine,50835
EK,6 kV lulituspunktide ostmine,50800
EE,Mobiiltelefonide ja mobiilsete seadmete ost Eesti Energia kontsernile ,50800
EE,Dokumendihaldussusteemi digiallkirjastamise komponendi arendused ja tugi,50800
NJ,EEJ TG-8 tuletorjesusteemi projekteerimine,50800
EK,Estonia kaevanduse olmehoone veevarustussusteemi remonditeenuse ostmine,50749
ER,Puitmaterjalide ostmine,50723
EK,Veduri TEM18 rattapaaride ostmine,50665
EK,Portatiivse pealesulatus- ja sisetreipingi ostmine,50627
EE,Andmesidevorgu ehitamine Eesti Energia territooriumil Auveres,50610
NJ,Pumba CHC-2 uhendamise elektromontaa�itood tooprojekti ,50584
NJ,Turbiini varuosade ostmine,50546
ER,Vastukaalu kahveltostuki ostmine,50546
JV,Laane-Virumaa. Viru-Nigula vald. Kunda linn. Voidu tn 10 toostushoone elektrivarustus (LP5101),50408
EK,Pollualuse kraavi ja Ratva oja puhastamisteenuse ostmine ,50330
NT,Kontroll ja motteseadmete ost,50293
EE,Iru elektrijaama elektrimootorite remonttood ,50292
ER,Terastoodete ostmine,50242
EK,Allmaakallurite veokasti hudrosilindrite ostmine,50216
ER,Terastoodete ostmine,50199
NT,"Betoonporanda remont margil 0.000 eesmargiga rajada saastunud vee arajuhtimiskalded olemasoleva drenaa�susteemi suunas.
Enefit 280 Eesti Energia olitoostus AS",50173
ER,Metallkonstruktsioonide tootmine,50057
EE,Full service leasing of vehicle in Riga,49977
ER,Teraste P235GH ostmine.,49935
NJ,Eesti elektrijaama keemilise veepuhastuse jaoskonna kobestusvee mahuti nr 1. V = 160 m3 hudroisolatsioonkatte ja mahuti pohja remont (joonise ?-10887.00.00 kohane),49919
NJ,Eesti Elektrijaama tuhaarastusteenistuse hudromuhvi UCD 1500-2 remont,49848
ER,Teraste ostmine.,49815
NT,Kontroll- ja mooteseadmete ostmine,49721
ER,Terastoodete ostmine,49642
EE,JIRA Service Desk 3.0 juurutusteenuse ja tehnilise toe pakkumine,49530
EE,Rotating equipment maintenance services for  Valka CHP,49530
NJ,Laagrite ostmine,49530
EE,Projektijuhtimise meetodite koolitus/konsultatsioon,49530
ER,Terastoodete ostmine,49480
NT, Mitmefunktsiooniline labori automaattitraatori ostmine,49479
JV,Tartu. Fortuuna t 31/33. el. liitumispunktide uhildamine. LP5729.,49378
ER,Elektrikomponentide ostmine,49261
ER,Teraslehtede S355J2+N ostmine,49125
EK,Veekorvalduskanali puhastusteenuse ostmine,49124
JV,Lillemae tee (Harku) kinnistute liitumine elektrivorguga,49122
JV,Tartu. Raekoja platsi jalgrattaparkla elektrivorguga liitumine (LP5143),49042
EE,Tuha. koldeliiva ja tuhasegu valjaveoteenuse tellimine ,48895
ER,Maemassi purustussolme punkrite nr. 693. 694. 685. 686 raudbetoonpaneelide betoneerimine,48895
EK,Elektrimootorite rihtimisseadme ostmine,48768
NJ,"Balti elektrijaama 11. ploki ventilatsiooni- ja konditsioneerimissusteemide tehniline
hooldus ",48666
JV,Tallinn. Rehe tn 9 liitumine madalpingel (LP4748. LP5350),48564
ER,Teraste ostmine,48544
ER,Terastoodete ostmine.,48526
JV,Tartumaa. Vana-Kubja t. 1-10. Korvekula el. liitumine. Tartu vald. LP4797.,48404
ER,Terasvaludetailide ostmine.,48395
ER,Terastoodete ostmine,48280
EK,Jahutus- ja ventilatsiooniseadmete filtride ostmine,48260
EE,Aulepa Windpark data acquisition,48260
NJ,Balti Elektrijaama gaasijaotuspunkti (e GJP) ja gaasitorustiku maa-aluse loigu tehniline hooldus,48225
NJ,Avatud olilao 70 m3 mahuga olimahuti nr 9 remont,48209
EE,Gaaskustutussusteemide hoolduse hange,48123
JV,Paldiski. Laane 25 el. liitumine mp. LP4574. IP3237.,48116
NJ,Kalorifeeri vahetukkide ostmine katla agregaadile ?P-101,48006
NT,Repair of MKS FTIR 2030 gas analyser,48000
NT,Metalltoodete valmistamine,47968
JV,Tartumaa. Kuslapuu 2 Soinaste. ulenurme vald. el. liitumine LP4588.,47940
ER,Terastoodete ostmine,47610
NJ,Tuhaarastusaparatide ostmine,47549
ER,Teraslehtede S355J2+N ostmine.,47549
ER,Raamlepingute solmimine varvimis- ja viimistlemisseadmete varuosade ostmiseks. ,47499
JV,Tartu maakond. Tartu linn. L. Tolstoi tn 17A eramu liitumine valiselektrivorguga (LP6030),47465
ER,Kaabel. Ostmine,47412
ER,Terastoodete ostmine.,47406
EK,Estonia kaevanduse tuulutus�urfi nr.52 likvideerimine ,47244
NJ,Kulgu ulevoolutammi raudbetoonpinna remont,47244
EE,Cisco switchide tehniline tugi uheks aastaks ,47244
JV,Harju maakond. Tallinn. umera tanav 30 elektrivarustus (LP5311),47229
NJ,Tookinnaste ostmine,47202
EK,Pumpade varuosade ostmine,47181
EK,Patmari talu veevarustussusteemi ehitus,47142
ER,Terastoodete ostmine,47116
EK,6 kV lulituspunktide ostmine,47112
JV,Parnu. Paikuse alev. Kooli tee 12 kinnistu vorgu umberehitus (TP0630),47099
ER,Varvid HEMPEL III ostmine,47033
ER,Pronkstoodete ostmine.,46957
EE,Supply of the office module container,46919
NJ,Soojusvorkude hoonete ja seadmete remont,46911
JV,Raplamaa. Mae hoone el. liitumine mp. Marjamaa vald. LP3956. IP3180.,46817
EE,Elektrilevi SCADA tulemuuride tehnilise teeninduse tugi,46736
ER,Vanditrossi ostmine,46736
EK,Estonia kaevanduse tuulutus�urfi nr.3141 rajamine,46673
ER,Teraslehtede Hardox400 ostmine.,46599
EE,Iru ej. Jaatmejaama valjaviske susteemide V27 ja V27.2 filtrite vahetus ja ost,46590
ER,Terastoodete ostmine,46589
JV,Hiiu maakond Hiiumaa vald Lepiku kula Niidimae kinnistu liitumisuhenduse ehitustood LP4665,46267
TO,Iru elektrijaama vorguveepumpade kapitaalremont,46228
EE,Soiduautode luhirent (Tallinn. Tartu. Parnu. Johvi. Kuressaare),46086
NJ,Hermeetiliste pumpade 2?? 100/80?-37-6 ostmine,45999
ER,Terastoodete ostmine,45979
EE,Siseriiklik kullerteenus Eesti Energia AS-i ja tema tutarettevotjate tarbeks,45931
JV,Harjumaa. Maardu linn. Ringi tn 64a liitumine (LP5845),45720
EK,Autopirnide ostmine,45720
EE,Iru elektrijaama ohkkuttesusteemile soojusvaheti lisamine ja remontoode teostamine,45415
EK,Eksakavatorite EKG-4U ja EKG-5A varuosade ostmine,45380
EE,Kraanadele toitekaablite ostmine,45375
EE,Tarkvara SolidWorks litsentside ostmine koos uhe aastase tootetoega,45339
ER,Teraste ostmine.,45319
TO,LAB konveieritele reduktorite ostmine,45276
NJ,Kanalisatsioonisusteemi drenaa�rennide paigaldus ENEFIT 280,45263
JV,Tartumaa. Elva vald. Utukolga kula. Utukolga AJ F3 nouetekohasuse tagamine (LP5047/IL5241),45084
NJ,Reguleerimisarmatuuri paigaldus turbiini (DN700) kondensaatori joevee aravoolutorustikul,44983
NJ,Tulekindla segu ostmine,44958
EK,ohuliini puitpostide ostmine,44907
EK,6 kV lulituspunktide ja nende varuosade ostmine,44750
NJ,Tookinnaste ostmine,44704
EE,Iru elektrijaama vorgupumpade 2VP-2 ja 2VP-3 remonttood,44704
ER,Telgventilaatorid. Ostmine.,44679
NJ,Control Valve BR450 (Hannemann&Pruss) - 1 tk,44653
ER,Sulgarmatuur. Ostmine.,44541
EK,Johvi Jaama 10 vihmaveesusteemi ja kuttekaablite vahetuse teenuse ostmine,44403
ER,Piirete valmistamine,44379
NJ,Tahkekutuse niiskusanalusaatori ostmine,44348
NJ,2 part Moisture separator package type DH2125 ,44131
ER,Terastoodete ostmine.,44110
ER,Mahuti otsikute ostmine.,43993
ER,Transporditeenuste osutamine 2 (ulegabariitsed veod).,43985
EK,Pumpade ostmine,43912
TO,Enefit Green AS Aulepa ja Narva tuulepargi alajaamade korgepinge seadmete hooldustood,43772
JV,Tartu. Kalda tee Eedeni bussipeatus. el. liitumine LP5229.,43769
JV,Harjumaa Kose vald Kose-Uuemoisa alevik Kesk tn 1 elektrivarustus LP4215.IP3160,43681
EK,Ekskavaatori kummitehniliste toodete ostmine,43632
ER,Toostusolide ja maarde ostmine,43604
ER,Teraste ostmine.,43577
JV,Tartu tn 5a ja 7b (Mustvee) vorgu umberehitus (LL3066. LP5761),43541
ER,Teraste ostmine,43393
ER,AL.Kaabel. Ostmine,43368
ER,Teraste ostmine.,43366
EE,Iru elektrijaama kraanadele trosside ostmine,43332
NJ,oli rohu regulaatori ostmine,43231
ER,Varvid Tikkurila. Ostmine,43127
JV,Tallinn. R. Tobiase 3 el. liitumine madalpingel. LP4862.,42925
EK,Sammuvate ekskavaatorite kabiinide remonditeenuse ostmine,42469
EK,Pihlakamae talu veevarustussusteemi ehitus ,42469
EK,Jouga peakraavi puhastamisteenuse ostmine,42418
ER,Teraste ostmine,42412
NJ,BEJ keemilise veepuhastuse susteemi 2000 m3 mahuga leeliselise vee mahuti happelis-leeliselise vee torujuhtmeloigu asendamine ,42393
ER,Terastoodete ostmine,42392
NJ,Tahmapuhurite varuosade ostmine,42362
EK,Betooni ostmine,42316
ER,Teraste ostmine.,42301
EK,Nomme jarve enesereostuse uuringu teenuse ostmine,42291
NJ, Tulekindla tellise ostmine,42281
ER,Terastoodete ostmine,42274
JV,Tartumaa. Tartu linn. Marja alevik. Aisa tn 16. 18. 20 ja 21 kinnistute elektriliitumine (LP6144/IL5561),42208
ER,Varvid Tikkurila. Ostmine,42170
ER,Kaabel. Ostmine,41990
JV,Tallinn. Kesklinna linnaosa. Hobujaama 5 uleminek keskpingel vorguuhendusele (LP4566),41971
ER,Elektrikomponentide ostmine,41924
EE,Invalli tuuleprojekti tehniline audit,41910
ER,Teraslehtede S235JR ostmine.,41897
ER,Fiiberoptilise kaabli ostmine,41834
ER,Terastoodete ostmine,41770
NJ,Mooteristad seadmete ostmine,41767
NJ,Eesti Elektrijaama kutuseetteande drenaa�ipumba ost ja paigaldamine,41737
NJ,Sulgemisarmatuuri ja varuosade ostmine,41723
NJ,Kaabitsa ketti valmistamine,41681
NJ,Narva Soojusvork AS-i soojusvorkude seadmete remont,41671
NJ,Keemiilise reagendi KK Amina 8026 ostmine,41656
NJ,Monorelsi paigaldamine BEJ ploki nr 11 katla nr 2,41643
EK,Kaabliriputite ostmine,41529
NJ,Enefit 140 utmisjaoskonna markidel 13.80. 18.00. 7.80 tootmistsooni ja fassaadiosa remont,41453
NJ,Parker Dominic Hunter Pneudri DXS 210DS tuupi kuivati ostmine. komplekt,41330
NJ,Keerdude ostmine,41323
ER,Oxygen Transmitter.Ostmine,41301
NJ,Kettide tuup 142V/142N ja nende elementide ostmine,41275
EK,Estonia kaevanduse tehnoloogilise punkrihoone ja konveieri nr.3270 galerii soojavarustussusteemi renoveerimine,41224
ER,Teraste S355. S235 ja AISI304 ostmine,41224
ER,Elektrikomponentide ostmine,41164
EK,Puhastuskaltsu ostmine,41148
NJ,Tehnilise hudrasiinhudraadi ostmine,41148
NJ,Konveieri rullikute valmistamine,41081
EK,Aidu karjaari joogivee puurkaevude lammutamise ja konserveerimise teenuse ostmine,40856
ER,Teraste ostmine.,40853
EE,Tootsi turbaalale rajatava tuulepargi elektrituulikute (vundamentide) projekteerimine (eelprojekt),40818
NJ,Flowmeter Promass F300 - 2 tk,40806
ER,Elektrikomponentide ostmine,40737
ER,Torud ja armatuurid. Ostmine.,40688
JV,Tartumaa Kambja vald Soinaste Nupu 1. 3. 4. 5. 6 ja 8 eramute liitumisuhenduse ehitustood LP5885,40669
EE,Cisco switchide tehnilise toe hange,40640
NJ,Omanikupoolse ehitusjarelevalve teostamine,40640
JV,Tallinn. Lesta t 20. el. liitumine mp. LP4202.,40639
NJ,Sulgemisarmatuuri ostmine,40615
EK,Kahveltostukite varuosade ja remonditeenuse ostmine,40601
EK,Pealmaa puurpinkide SMAG puurinstrumentide ostmine,40538
NJ,Elektrimootori 450kW ostmine,40513
NJ,Armatuuri varuosade ostmine,40475
NT,"Tsentrifugeerimishoone fassaadi remondimine 
Eesti Energia olitoostus AS-i mahutipargis",40386
JV,Harju maakond. Saku vald. Jalgimae kula. Tee nr 4. Tallinn-Parnu Ikla 15.34 km (LP3681),40351
EK,Kilpide ostmine,40108
ER,Kaablikandesusteemid MEKA.Ostmine,40003
NJ,Eesti elektrijaama peahoone korpuse tuletorjetorustiku renoveerimine,39914
EK,Juhtimissusteemi sertifitseerimise ja korraliste jarelevalve auditite teenuse ostmine ,39878
NJ,Varavate vahetamine Balti elektrijaamas,39873
EE,Windows Remote Desktop Services 2016 litsentside ja Citrix XenApp Enterprise Edition litsentside hange,39859
EE,Narva karjaari raadiosidevorgu seadmete hankimine,39850
EE,Tootajate puhendumuse vaheuuring,39751
EE,Purchase of the bypass valve for Valka Heat and Power Plant turbine/Valka elektrijaama turbiini baipassliinile ventiili ostmine,39726
NJ,"Pukk-kraana K20-24 varvimine Enefit Energiatootmine AS-i 
utmisjaoskonnas margil 48.00",39624
ER,Terastoodete ostmine,39565
ER,Teraste ostmine,39473
NT,"""AFT-1.2 sissekutmiskolle"" valmistamine",39472
EE,Tarkvara JIRA Service Desk 3.0 litsentside (100 tk) ostmine koos uhe aastase tootetoega,39332
ER,Teraste ostmine,39267
ER,Elektrikomponentide ostmine.,39235
NJ,Eesti Elektrijaama KVPi loigul asuva esimese astme otsevoolu anioniitfiltri nr 6 sisepinna korrosioonitorje kate,39177
EE,"Iru elektrijaama jaatmeenergiaploki aknapesu platvormi ja redeli ehitus	",39141
NJ,Toojalatsite ostmine,39127
JV,Tartumaa. Luunja vald. Roomu kula. Leinakase kinnistu liitumine (LP5682),39099
NJ,Sisetorude valmistamine,39068
